dataset,parent_id,parent_value,family,component,with_mean,with_median,with_std,without_mean,without_median,without_std,count_with,count_without
abalone,3dfd3bc9-7e74-4b45-bdb0-93219d2706d0,0.22825348260158274,0,selectPercentile(74.52506113033547),0.1919053209502141,0.18112831491853537,0.012615177594862187,0.18329184375939694,0.18324070611997223,0.0015726906865057941,7,8
abalone,3dfd3bc9-7e74-4b45-bdb0-93219d2706d0,0.22825348260158274,1,"fastICA(94,'parallel','unit-variance','logcosh')",0.1923282082237461,0.1817210612499101,0.012248078321356288,0.1829218173950564,0.18294433295428486,0.001947280804640875,7,8
abalone,3dfd3bc9-7e74-4b45-bdb0-93219d2706d0,0.22825348260158274,2,"robustScaler(False,True)",0.1859610585588734,0.1817210612499101,0.008510258575389616,0.18849307335182003,0.18324070611997223,0.010487271681572588,7,8
abalone,3dfd3bc9-7e74-4b45-bdb0-93219d2706d0,0.22825348260158274,3,minMaxScaler(),0.18595578931035533,0.1817210612499101,0.008503862852780184,0.18849768394427335,0.1833152652125689,0.010490695353291056,7,8
abalone,3dfd3bc9-7e74-4b45-bdb0-93219d2706d0,0.22825348260158274,4,"randomForest(96,'entropy',0.8245326211057018,17,18,True,'balanced_subsample')",0.1873114664484449,0.1817210612499101,0.009698003969873427,,,,15,0
abalone,4f6ae51d-b96a-47ab-b12b-bca5a24c25eb,0.2342689911819677,0,selectPercentile(74.52506113033547),0.1787011492897535,0.16572605910038057,0.01526231117837533,0.181427649176097,0.1816130980950225,0.005230729448765892,7,8
abalone,4f6ae51d-b96a-47ab-b12b-bca5a24c25eb,0.2342689911819677,1,"fastICA(94,'parallel','unit-variance','exp')",0.190798921139599,0.18665580576014654,0.00478509672996696,0.1708420988074822,0.170864528031142,0.005362271185383759,7,8
abalone,4f6ae51d-b96a-47ab-b12b-bca5a24c25eb,0.2342689911819677,2,"robustScaler(False,True)",0.17894727980012926,0.1762215860144845,0.010766748566753425,0.18121228497951822,0.1816130980950225,0.011437826776731956,7,8
abalone,4f6ae51d-b96a-47ab-b12b-bca5a24c25eb,0.2342689911819677,3,minMaxScaler(),0.1789318320221191,0.1760029969619034,0.010621384898193639,0.18122580178527714,0.1816130980950225,0.011553470645086071,7,8
abalone,4f6ae51d-b96a-47ab-b12b-bca5a24c25eb,0.2342689911819677,4,"randomForest(13,'entropy',0.8245326211057018,17,18,True,'balanced_subsample')",0.18015528256247007,0.17657039042989844,0.011186909318448793,,,,15,0
abalone,60fba4b0-42b2-4f07-bded-86466b8c5e12,0.21124038615932403,0,selectPercentile(30.932378064694717),0.19217779089549816,0.18460728014246444,0.008836959297416779,0.18745342413840815,0.18760658284637863,0.0038137813378294632,7,8
abalone,60fba4b0-42b2-4f07-bded-86466b8c5e12,0.21124038615932403,1,"fastICA(60,'parallel','unit-variance','logcosh')",0.19602907472503217,0.19126499238967803,0.0055016404131653296,0.1840835507875659,0.18419569226830096,0.0004640417757181502,7,8
abalone,60fba4b0-42b2-4f07-bded-86466b8c5e12,0.21124038615932403,2,"robustScaler(False,True)",0.18877228909469262,0.18460728014246444,0.006343293255488103,0.19043323821411298,0.18793613626607125,0.007536312981223765,7,8
abalone,60fba4b0-42b2-4f07-bded-86466b8c5e12,0.21124038615932403,3,minMaxScaler(),0.18869630660484632,0.18444321123352267,0.006399763079843328,0.1904997228927285,0.18793613626607125,0.007479039894690446,7,8
