dataset,parent_id,parent_value,family,component,with_mean,with_median,with_std,without_mean,without_median,without_std,count_with,count_without
semeion,625467d1-f393-476f-96a2-99483309ed0b,0.9539310935441371,0,varianceThreshold(),,,,0.9543911349520044,0.9543911349520044,0.0,1,2
semeion,625467d1-f393-476f-96a2-99483309ed0b,0.9539310935441371,1,"pca(0.7948940657487412,False)",0.9543911349520044,0.9543911349520044,0.0,,,,1,2
semeion,625467d1-f393-476f-96a2-99483309ed0b,0.9539310935441371,2,qda(0.16930813588160243),0.9543911349520044,0.9543911349520044,0.0,,,,3,0
semeion,86f7afd4-59a4-4895-8d09-5ff4d1fc2bcf,0.9539310935441371,0,"robustScaler(True,False)",,,,0.9543911349520044,0.9543911349520044,0.0,1,2
semeion,86f7afd4-59a4-4895-8d09-5ff4d1fc2bcf,0.9539310935441371,1,"pca(0.7948940657487412,False)",0.9543911349520044,0.9543911349520044,0.0,,,,1,2
semeion,86f7afd4-59a4-4895-8d09-5ff4d1fc2bcf,0.9539310935441371,2,qda(0.16930813588160243),0.9543911349520044,0.9543911349520044,0.0,,,,3,0
semeion,965886c9-5594-430c-a0e8-d94386d09ce2,0.9539310935441371,0,"robustScaler(True,True)",,,,0.9543911349520044,0.9543911349520044,0.0,1,2
semeion,965886c9-5594-430c-a0e8-d94386d09ce2,0.9539310935441371,1,"pca(0.7948940657487412,False)",0.9543911349520044,0.9543911349520044,0.0,,,,1,2
semeion,965886c9-5594-430c-a0e8-d94386d09ce2,0.9539310935441371,2,qda(0.16930813588160243),0.9543911349520044,0.9543911349520044,0.0,,,,3,0
semeion,fd4e0605-4e01-4e25-995c-43dc6d577cb9,0.9548410502540937,0,"robustScaler(True,True)",,,,0.9568940335027291,0.9568940335027291,0.0,1,2
semeion,fd4e0605-4e01-4e25-995c-43dc6d577cb9,0.9548410502540937,1,"pca(0.7655043748821907,False)",0.9568940335027291,0.9568940335027291,0.0,,,,1,2
semeion,fd4e0605-4e01-4e25-995c-43dc6d577cb9,0.9548410502540937,2,qda(0.16930813588160243),0.9568940335027291,0.9568940335027291,0.0,,,,3,0
